"Phi [deg]"	"ang_rad(rETheta) [rad] - Freq='1.5GHz' Theta='90.0000000000002deg'"
0	-0.466573934232494
1	-0.391611966094964
2	-0.314125955967756
3	-0.233951451367882
4	-0.150911025559997
5	-0.0648139121370454
6	0.0245434842386851
7	0.117375879863471
8	0.213905797683386
9	0.314358150795028
10	0.418952165266062
11	0.527890084816174
12	0.641342224619688
13	0.759428268181013
14	0.882195310573867
15	1.00959408779117
16	1.14145603859833
17	1.27747508712472
18	1.41719885891305
19	1.56003385650848
20	1.70526743932472
21	1.85210627541036
22	1.99972700781661
23	2.14733156839367
24	2.29419823721951
25	2.43972077538457
26	2.58343120888775
27	2.72500576974448
28	2.86425672896865
29	3.00111460447297
30	3.13560546799722
31	-3.0153580272806
32	-2.88525736265673
33	-2.75709874403302
34	-2.6306868970045
35	-2.50582177283378
36	-2.38230675853988
37	-2.25995426684543
38	-2.13858927974543
39	-2.0180513584389
40	-1.89819554544726
41	-1.77889249535282
42	-1.66002809037749
43	-1.54150273037694
44	-1.4232304341476
45	-1.30513784873691
46	-1.18716323354141
47	-1.06925546416577
48	-0.9513730853473
49	-0.833483431124838
50	-0.715561822596692
51	-0.597590848127814
52	-0.479559727037035
53	-0.361463755124636
54	-0.243303828537891
55	-0.125086041175372
56	-0.00682134993405481
57	0.111474698505207
58	0.229782186055296
59	0.34807699370388
60	0.466330931158976
61	0.584511832754569
62	0.702583626687923
63	0.82050638460366
64	0.938236358473988
65	1.05572601167067
66	1.17292405109881
67	1.28977546727432
68	1.40622158927633
69	1.52220016157892
70	1.63764544983732
71	1.75248838272729
72	1.86665673685507
73	1.98007537149598
74	2.09266651940142
75	2.20435013905464
76	2.31504433247932
77	2.42466583095723
78	2.53313054876606
79	2.64035420232455
80	2.7462529889976
81	2.85074431639346
82	2.9537475694583
83	3.05518489926548
84	-3.12820329281394
85	-3.03011635400259
86	-2.9338044927754
87	-2.83932688509035
88	-2.74673640442149
89	-2.65607915289679
90	-2.56739411769944
91	-2.48071296522355
92	-2.39605998015272
93	-2.31345215080415
94	-2.23289939613368
95	-2.15440492412273
96	-2.07796570624551
97	-2.00357304866424
98	-1.93121323796108
99	-1.86086823772346
100	-1.79251641217992
101	-1.72613325425074
102	-1.66169209765541
103	-1.59916479585557
104	-1.53852235431707
105	-1.47973550654161
106	-1.42277522825923
107	-1.36761318783754
108	-1.31422213415862
109	-1.26257622581064
110	-1.21265130737689
111	-1.1644251398755
112	-1.11787759305966
113	-1.07299080741548
114	-1.02974933340455
115	-0.988140254912389
116	-0.948153303104737
117	-0.909780966071713
118	-0.873018598852227
119	-0.837864537751274
120	-0.804320222344044
121	-0.77239032823317
122	-0.742082913498465
123	-0.713409581843936
124	-0.686385665682093
125	-0.661030432766315
126	-0.637367320446735
127	-0.615424202135583
128	-0.595233691072641
129	-0.576833486923182
130	-0.560266771056369
131	-0.545582656466697
132	-0.53283669812098
133	-0.522091468915503
134	-0.513417205242766
135	-0.506892524158254
136	-0.502605210972289
137	-0.500653071304355
138	-0.501144834582349
139	-0.504201085768649
140	-0.509955187578361
141	-0.518554135111084
142	-0.530159256773747
143	-0.544946637458863
144	-0.563107089917862
145	-0.584845436350073
146	-0.610378784139652
147	-0.639933390505351
148	-0.673739620015671
149	-0.712024426514073
150	-0.755000772848432
151	-0.8028534940011
152	-0.855721387802901
153	-0.913675866139344
154	-0.97669737641769
155	-1.04465197950484
156	-1.11727175285529
157	-1.19414366305967
158	-1.27471163316328
159	-1.35829517201382
160	-1.44412499979045
161	-1.53139218929216
162	-1.61930373759364
163	-1.70713563632702
164	-1.79427523154987
165	-1.8802476341257
166	-1.96472490409816
167	-2.04752023202793
168	-2.1285714332066
169	-2.20791858879208
170	-2.28568002040953
171	-2.3620295778768
172	-2.43717696004331
173	-2.51135176616006
174	-2.58479128308938
175	-2.65773162396733
176	-2.73040166871209
177	-2.80301923385642
178	-2.87578895283737
179	-2.94890143342534
180	-3.0225333498362
181	-3.09684820959526
182	3.11118770326963
183	3.03506250294101
184	2.95782869893682
185	2.87935993962445
186	2.79953415713716
187	2.7182313047241
188	2.63533102017305
189	2.55071023877258
190	2.46424078065562
191	2.37578694349842
192	2.28520314357132
193	2.1923316680229
194	2.0970006319309
195	1.9990222789447
196	1.89819182900013
197	1.79428716567976
198	1.68706977348788
199	1.57628748224448
200	1.46167974424414
201	1.34298633568891
202	1.21996048527137
203	1.09238739665514
204	0.960108805551221
205	0.823053415990899
206	0.681271632975011
207	0.534970933712887
208	0.384545815349394
209	0.230594338938837
210	0.0739131060806568
211	-0.0845347698808059
212	-0.243678309651392
213	-0.402416147746304
214	-0.559699083523539
215	-0.71460224099947
216	-0.866374823891807
217	-1.01446230997539
218	-1.15850305550793
219	-1.29830608652296
220	-1.43381845477982
221	-1.56508958364694
222	-1.69223781313883
223	-1.81542200107527
224	-1.93481917879448
225	-2.05060807182655
226	-2.16295769185448
227	-2.27202000799969
228	-2.37792574286797
229	-2.48078248723803
230	-2.58067450973677
231	-2.67766381349247
232	-2.77179214276557
233	-2.86308376363431
234	-2.95154893419955
235	-3.03718804306794
236	-3.11999643079504
237	3.08321539075189
238	3.00607427978135
239	2.93174943510879
240	2.86020380954796
241	2.79137186383109
242	2.72515226698265
243	2.661401463106
244	2.59992885047042
245	2.54049437458064
246	2.48280926690745
247	2.42654043120048
248	2.37131858987938
249	2.31674980230701
250	2.26242945046664
251	2.20795737660664
252	2.15295265943376
253	2.09706658531102
254	2.03999268927877
255	1.98147322161062
256	1.92130191930206
257	1.85932341624126
258	1.79542993776268
259	1.72955607200165
260	1.66167241143657
261	1.59177875681029
262	1.51989742122328
263	1.44606700587417
264	1.37033686853507
265	1.29276238574724
266	1.21340102383828
267	1.13230917960201
268	1.04953972312935
269	0.965140166353544
270	0.879151385486408
271	0.791606838942012
272	0.702532241064181
273	0.611945673509639
274	0.51985813869135
275	0.426274581764051
276	0.331195427657317
277	0.23461869558403
278	0.13654276240742
279	0.0369698442883359
280	-0.0640897519468775
281	-0.166612596238539
282	-0.270556377893465
283	-0.375853579537544
284	-0.482404869889285
285	-0.590072656945602
286	-0.698675399952689
287	-0.807983404636828
288	-0.917716877696189
289	-1.02754694796931
290	-1.13710014120926
291	-1.2459664231982
292	-1.35371044755166
293	-1.45988514996247
294	-1.56404643387642
295	-1.66576749601258
296	-1.76465139727921
297	-1.86034077952013
298	-1.95252408193659
299	-2.04093811048931
300	-2.12536725206827
301	-2.20563993130098
302	-2.28162305726151
303	-2.35321521638786
304	-2.42033927693062
305	-2.48293492587047
306	-2.54095150175915
307	-2.59434134449079
308	-2.64305377124649
309	-2.6870297127616
310	-2.72619700578231
311	-2.76046633386353
312	-2.78972783742785
313	-2.81384847483141
314	-2.83267031081191
315	-2.84601004048602
316	-2.85366022896065
317	-2.85539295684164
318	-2.85096679605888
319	-2.8401382586211
320	-2.82267897990278
321	-2.79839977200835
322	-2.76718209601002
323	-2.72901620170121
324	-2.68404299419648
325	-2.63259373395896
326	-2.57521867391867
327	-2.51269412232326
328	-2.44599898924632
329	-2.37625770516736
330	-2.30465550754143
331	-2.23234104151028
332	-2.16033569299063
333	-2.08946667763671
334	-2.02033294287232
335	-1.95330341830591
336	-1.88854005059773
337	-1.82603518322679
338	-1.7656536365157
339	-1.70717259370875
340	-1.65031548034083
341	-1.59477849262698
342	-1.54025000455822
343	-1.48642387275811
344	-1.43300790891045
345	-1.37972873583466
346	-1.3263340535513
347	-1.27259311712651
348	-1.21829601989077
349	-1.16325220389978
350	-1.1072884876267
351	-1.05024680460497
352	-0.99198177929011
353	-0.932358220927027
354	-0.871248586821738
355	-0.808530448511613
356	-0.74408398452366
357	-0.677789519404843
358	-0.609525129125517
359	-0.539164337216875
360	-0.466573934232494
