"Phi [deg]"	"mag(rETheta) [V] - Freq='1.5GHz' Theta='90.0000000000002deg'"
0	0.735174255279248
1	0.725430985770444
2	0.71981494216218
3	0.718137733952708
4	0.7200898405325
5	0.725264732048526
6	0.733188664348327
7	0.743351490617345
8	0.755234612797058
9	0.768333682922789
10	0.782175209013533
11	0.796327390364869
12	0.810406166538779
13	0.82407768518086
14	0.837058330020877
15	0.849113248434721
16	0.86005407962566
17	0.869736365435955
18	0.878056948114076
19	0.884951525732335
20	0.890392440148706
21	0.894386705526481
22	0.896974238963668
23	0.898226221856044
24	0.898243496235978
25	0.897154881325967
26	0.895115280435396
27	0.892303437224369
28	0.888919194946388
29	0.885180115772562
30	0.881317334201465
31	0.877570554071691
32	0.874182157531509
33	0.8713904788635
34	0.869422404035584
35	0.86848557912459
36	0.868760630342468
37	0.870393891840359
38	0.87349117945755
39	0.878113119217013
40	0.884272431938616
41	0.891933401285621
42	0.901013540673105
43	0.911387263708855
44	0.922891191200412
45	0.93533062167077
46	0.948486660713481
47	0.962123539268781
48	0.975995732361887
49	0.98985459433584
50	1.0034543329265
51	1.01655723769855
52	1.02893815055819
53	1.04038821546875
54	1.05071797331771
55	1.05975988031442
56	1.06737032899884
57	1.07343124410105
58	1.07785131439653
59	1.08056690865479
60	1.08154271021001
61	1.08077209133253
62	1.07827723570837
63	1.07410900489066
64	1.06834653238047
65	1.06109651682679
66	1.05249217364831
67	1.04269179240406
68	1.03187683616886
69	1.02024951033921
70	1.00802972385513
71	0.99545136882049
72	0.982757858789712
73	0.970196895797789
74	0.958014485286449
75	0.946448288254965
76	0.935720489346805
77	0.926030460754362
78	0.91754760086617
79	0.910404803915248
80	0.90469305066969
81	0.90045758215513
82	0.897696020569653
83	0.896358641423706
84	0.896350802071254
85	0.897537328824408
86	0.899748494103305
87	0.902787104451586
88	0.906436182214704
89	0.910466753917349
90	0.914645339732099
91	0.918740847761929
92	0.922530691817346
93	0.925806054991736
94	0.928376303787982
95	0.930072615533274
96	0.930750916747462
97	0.930294245993852
98	0.9286146563342
99	0.925654764234994
100	0.921389037005667
101	0.915824891708774
102	0.909003655845684
103	0.901001413767182
104	0.891929731574291
105	0.881936215537293
106	0.871204812863471
107	0.859955707594374
108	0.848444598774412
109	0.836961076444637
110	0.825825742789295
111	0.815385678313625
112	0.806007853188046
113	0.798070166511921
114	0.791949995790932
115	0.788010473998365
116	0.786585162877191
117	0.787962282327512
118	0.79237005343938
119	0.799964860200719
120	0.810823717638172
121	0.824941948791782
122	0.842236154130122
123	0.862551733722486
124	0.885673621172867
125	0.911338639491812
126	0.93924798988022
127	0.969078728316793
128	1.00049352745377
129	1.03314843987431
130	1.06669870147648
131	1.1008028193148
132	1.13512528920892
133	1.16933831238102
134	1.20312285624472
135	1.23616935564033
136	1.26817829329639
137	1.29886084155515
138	1.32793969615422
139	1.35515018886254
140	1.38024172916292
141	1.40297959535661
142	1.42314707160622
143	1.44054790871473
144	1.45500907214376
145	1.4663837302902
146	1.47455442881078
147	1.47943639225549
148	1.4809808918128
149	1.47917861680834
150	1.47406298672042
151	1.46571333853844
152	1.4542579195108
153	1.43987660538609
154	1.42280324621303
155	1.40332751212989
156	1.38179606653488
157	1.35861283017688
158	1.33423801547025
159	1.30918550851288
160	1.28401806790704
161	1.25933971880216
162	1.23578468980182
163	1.21400233076574
164	1.19463773317779
165	1.17830831043109
166	1.16557738635152
167	1.15692678469432
168	1.15273127656738
169	1.15323819889616
170	1.15855530592614
171	1.16864885586708
172	1.18335227495509
173	1.20238395613331
174	1.22537137525153
175	1.251878097177
176	1.28143043653181
177	1.31354130284301
178	1.3477297565686
179	1.38353573533081
180	1.42053010970694
181	1.45832065217972
182	1.49655469040207
183	1.53491923851982
184	1.57313932828279
185	1.61097514841188
186	1.64821847983365
187	1.68468880354588
188	1.72022936388507
189	1.75470339356474
190	1.78799064593974
191	1.81998433156381
192	1.85058851744441
193	1.87971601623791
194	1.90728676739405
195	1.93322669193422
196	1.95746698651335
197	1.97994381029473
198	2.00059830969321
199	2.01937692096314
200	2.03623188862568
201	2.05112193847987
202	2.06401304698767
203	2.0748792536781
204	2.08370346936754
205	2.09047823993731
206	2.09520643267338
207	2.09790181934414
208	2.09858953693191
209	2.09730641298909
210	2.09410114779658
211	2.08903434978056
212	2.08217842399455
213	2.07361731596487
214	2.06344611495182
215	2.0517705218615
216	2.03870618784083
217	2.02437793020264
218	2.00891883294855
219	1.99246923995817
220	1.9751756500291
221	1.95718952447173
222	1.93866601991407
223	1.9197626613161
224	1.90063797281847
225	1.88145008677331
226	1.86235535387659
227	1.84350697944189
228	1.82505371219596
229	1.80713861221374
230	1.78989792345985
231	1.77346007366882
232	1.75794481990466
233	1.74346255218289
234	1.73011376028728
235	1.71798866082388
236	1.70716697323872
237	1.69771782569806
238	1.68969976514018
239	1.68316084114184
240	1.67813873104263
241	1.67466087434664
242	1.672744587803
243	1.67239713848479
244	1.67361576008961
245	1.67638760680558
246	1.68068964852834
247	1.68648852005953
248	1.6937403443393
249	1.70239055512446
250	1.71237374743425
251	1.72361358444986
252	1.73602278755136
253	1.7495032322211
254	1.763946167213
255	1.77923256833144
256	1.79523363202187
257	1.81181140829523
258	1.82881956769902
259	1.84610429334664
260	1.86350528649264
261	1.88085687271509
262	1.89798919524525
263	1.91472948211215
264	1.93090337426366
265	1.94633630242283
266	1.96085490092139
267	1.97428844696977
268	1.98647031369778
269	1.99723942482728
270	2.00644169807873
271	2.01393146347787
272	2.0195728417645
273	2.02324106727522
274	2.02482373914445
275	2.02422198459548
