"Phi [deg]"	"mag(rETheta) [V] - Freq='0.7GHz' Theta='90.0000000000002deg'"
-180	1.10636997336971
-179	1.1065324940931
-178	1.10643585221742
-177	1.10608197464295
-176	1.1054752950342
-175	1.10462266562371
-174	1.10353322821667
-173	1.10221824576582
-172	1.10069089628179
-171	1.09896603127877
-170	1.09705990143648
-169	1.09498985268851
-168	1.09277399652291
-167	1.09043085889355
-166	1.08797901277564
-165	1.08543670003303
-164	1.08282144887108
-163	1.08014969369313
-162	1.07743640462305
-161	1.07469473426367
-160	1.07193568939244
-159	1.06916783521937
-158	1.06639703952269
-157	1.06362626342034
-156	1.06085540472878
-155	1.05808119881806
-154	1.05529718062248
-153	1.05249371005095
-152	1.04965806151573
-151	1.04677457672484
-150	1.04382487832916
-149	1.04078814054668
-148	1.03764141156466
-147	1.0343599813978
-146	1.0309177879966
-145	1.02728785377935
-144	1.02344274441428
-143	1.01935504159971
-142	1.01499782176131
-141	1.01034513297794
-140	1.00537246302353
-139	1.00005719212904
-138	0.994379024881506
-137	0.988320396540576
-136	0.981866849924341
-135	0.975007379855305
-134	0.96773474292914
-133	0.96004573104213
-132	0.951941407662373
-131	0.943427306233523
-130	0.9345135903416
-129	0.925215175342815
-128	0.915551811035833
-127	0.905548124662401
-126	0.895233623038696
-125	0.884642651966036
-124	0.873814310263135
-123	0.862792314834309
-122	0.851624812186502
-121	0.84036413080011
-120	0.829066467836194
-119	0.817791502945863
-118	0.806601931586473
-117	0.795562910422728
-116	0.784741408299543
-115	0.774205458125714
-114	0.764023307993586
-113	0.754262474117987
-112	0.744988703747373
-111	0.736264862972032
-110	0.728149772022746
-109	0.720697018685135
-108	0.713953788090712
-107	0.707959753447867
-106	0.702746076232968
-105	0.69833456504168
-104	0.69473703903494
-103	0.691954934471782
-102	0.689979181527135
-101	0.688790364348253
-100	0.68835916148791
-99	0.688647048116344
-98	0.689607227406025
-97	0.691185747576492
-96	0.69332275416712
-95	0.695953824471495
-94	0.699011332447307
-93	0.702425797092621
-92	0.70612717426954
-91	0.710046060201937
-90	0.714114783404999
-89	0.718268369846551
-88	0.722445373164492
-87	0.72658856748611
-86	0.730645504737282
-85	0.734568941371622
-84	0.738317141370666
-83	0.741854063395381
-82	0.745149440347834
-81	0.748178759556819
-80	0.750923151529666
-79	0.753369194874692
-78	0.755508644716337
-77	0.7573380917828
-76	0.758858559394898
-75	0.760075045846011
-74	0.76099602013069
-73	0.761632879624565
-72	0.761999379091142
-71	0.762111041224425
-70	0.761984559749498
-69	0.761637206805558
-68	0.761086256834025
-67	0.760348439397246
-66	0.759439433181412
-65	0.75837341282946
-64	0.75716265917102
-63	0.755817241864337
-62	0.754344781472396
-61	0.752750295631413
-60	0.75103613133625
-59	0.74920198259208
-58	0.747244989908569
-57	0.745159915490016
-56	0.742939385641941
-55	0.740574189991104
-54	0.738053625692069
-53	0.735365873923869
-52	0.732498395681454
-51	0.729438334118533
-50	0.726172911448646
-49	0.722689809582436
-48	0.71897752517652
-47	0.715025691489978
-46	0.710825361284791
-45	0.706369246868884
-44	0.701651915178764
-43	0.696669937461224
-42	0.69142199458521
-41	0.685908940257139
-40	0.680133825403375
-39	0.674101887714417
-38	0.667820510821371
-37	0.661299157811725
-36	0.65454928381155
-35	0.647584232194234
-34	0.640419118654862
-33	0.633070706949263
-32	0.625557279573065
-31	0.617898506083052
-30	0.610115311172658
-29	0.602229744034508
-28	0.594264850000193
-27	0.586244544961522
-26	0.578193492663962
-25	0.570136984632797
-24	0.562100822251806
