"Phi [deg]"	"mag(rETheta) [V] - Freq='0.7GHz' Theta='90.0000000000002deg'"
-180	0.711519471927465
-179	0.716629866463377
-178	0.721517975988166
-177	0.726186684951393
-176	0.730639151440669
-175	0.734878634709012
-174	0.738908318984306
-173	0.742731136096867
-172	0.746349589902168
-171	0.749765585898225
-170	0.75298026981803
-169	0.755993879292701
-168	0.758805612907162
-167	0.761413521085086
-166	0.763814423225114
-165	0.766003855351879
-164	0.767976052235206
-163	0.769723967467696
-162	0.77123933438097
-161	0.772512769937214
-160	0.773533922875543
-159	0.774291666447408
-158	0.774774335071399
-157	0.774970003207061
-156	0.774866803721424
-155	0.774453282030746
-154	0.773718781369465
-153	0.77265385368904
-152	0.771250689935127
-151	0.769503562798815
-150	0.767409274485258
-149	0.764967601582475
-148	0.762181728729459
-147	0.759058662456132
-146	0.755609616275205
-145	0.751850357824619
-144	0.747801508568965
-143	0.743488786256665
-142	0.73894317999668
-141	0.734201047482612
-140	0.729304123596779
-139	0.724299429447
-138	0.719239070936873
-137	0.714179916398781
-136	0.709183143819399
-135	0.704313649981809
-134	0.699639316668922
-133	0.695230133130778
-132	0.691157179457217
-131	0.687491482336349
-130	0.684302762750794
-129	0.681658104060513
-128	0.679620577968012
-127	0.678247874133675
-126	0.677590985609338
-125	0.677693005663488
-124	0.678588091026971
-123	0.680300641521309
-122	0.682844736429901
-121	0.686223854471978
-120	0.690430888086943
-119	0.695448445614935
-118	0.701249418709929
-117	0.707797778630488
-116	0.715049555175763
-115	0.722953946621685
-114	0.731454508073037
-113	0.740490368633981
-112	0.749997433784287
-111	0.759909537229405
-110	0.770159515186811
-109	0.780680184656833
-108	0.791405215020955
-107	0.802269888891249
-106	0.813211753313195
-105	0.824171166197928
-104	0.835091745353667
-103	0.845920728896705
-102	0.856609256375114
-101	0.867112579854554
-100	0.877390213693519
-99	0.887406030940048
-98	0.897128313343025
-97	0.906529760984624
-96	0.915587466573453
-95	0.92428285853411
-94	0.932601616214074
-93	0.940533559816259
-92	0.948072517059474
-91	0.955216168068843
-90	0.961965869600294
-89	0.96832645940301
-88	0.974306041316916
-87	0.979915751584951
-86	0.98516950682949
-85	0.990083734196452
-84	0.994677084307825
-83	0.998970127881187
-82	1.00298503717025
-81	1.00674525374835
-80	1.01027514458912
-79	1.01359964888475
-78	1.01674391856598
-77	1.0197329560313
-76	1.02259125313144
-75	1.02534243596224
-74	1.02800892046533
-73	1.03061158419019
-72	1.03316945980329
-71	1.03569945601248
-70	1.03821611148406
-69	1.04073138705131
-68	1.04325450103799
-67	1.04579181185215
-66	1.0483467511573
-65	1.0509198099232
-64	1.05350857852956
-63	1.05610784088356
-62	1.0587097212606
-61	1.0613038813334
-60	1.06387776366507
-59	1.06641687684674
-58	1.06890511649792
-57	1.07132511554509
-56	1.0736586165706
-55	1.07588685859173
-54	1.07799097038928
-53	1.07995236245306
-52	1.08175310973633
-51	1.08337631769789
-50	1.0848064645409
-49	1.08602971311328
-48	1.08703418659566
-47	1.087810202852
-46	1.08835046313784
-45	1.08865019173668
-44	1.08870722401312
-43	1.08852204131985
-42	1.08809775216359
-41	1.08744002001229
-40	1.08655693910153
-39	1.0854588605617
-38	1.08415817212588
-37	1.08266903557871
-36	1.0810070869527
-35	1.07918910525306
-34	1.07723265617676
-33	1.07515571786481
-32	1.07297629617007
-31	1.07071203721429
-30	1.06837984513153
-29	1.06599551283547
-28	1.06357337339641
-27	1.06112597916777
-26	1.05866381516588
-25	1.05619505239582
-24	1.05372534585108
-23	1.05125768082769
-22	1.04879227002155
-21	1.04632650266397
-20	1.0438549457407
-19	1.04136939618026
-18	1.03885898183001
-17	1.03631030810133
-16	1.03370764638778
-15	1.03103315976082
-14	1.02826716103826
-13	1.02538839809791
-12	1.02237436126414
-11	1.01920160770872
-10	1.01584609805459
-9	1.0122835407232
-8	1.00848973999156
-7	1.00444094419283
-6	1.00011419097571
-5	0.995487647006196
-4	0.990540939928964
-3	0.985255480787352
-2	0.979614775417103
-1	0.973604723572033
0	0.967213904703804
1	0.960433849401603
2	0.95325929550068
3	0.945688427792839
4	0.937723100119073
5	0.929369038396074
6	0.920636022825674
7	0.911538047159181
8	0.902093452437055
9	0.892325032097465
10	0.882260104746025
11	0.871930550206711
12	0.861372803739981
13	0.85062780253635
14	0.83974087780341
15	0.828761585010574
16	0.817743464210948
17	0.80674372192372
18	0.795822825964461
19	0.785044005017011
20	0.774472645837562
21	0.764175582970629
22	0.754220278929844
23	0.744673897102129
24	0.735602275231084
25	0.727068814142798
26	0.719133304121205
27	0.711850719518532
28	0.705270020062228
29	0.699433003961526
30	0.694373262295096
31	0.690115285301398
32	0.686673768361659
33	0.68405315835462
34	0.68224746992536
35	0.681240386899617
36	0.681005647956058
37	0.681507699421671
38	0.682702583395036
39	0.68453901779265
40	0.686959617336229
41	0.689902201333534
42	0.69330113513533
43	0.697088656680651
44	0.701196146580011
45	0.705555308643863
46	0.710099236629797
47	0.714763351438822
48	0.719486200470574
49	0.724210117033504
50	0.728881742499967
51	0.733452417361101
52	0.737878449639636
53	0.742121270479434
54	0.746147487378882
55	0.749928845685357
56	0.753442108801968
57	0.756668867218838
58	0.759595286073767
59	0.762211800539872
60	0.764512767969744
61	0.766496085411825
62	0.7681627808527
63	0.769516586313659
64	0.770563500718955
65	0.771311350230139
66	0.771769353479047
67	0.771947698806643
68	0.771857140205614
69	0.771508618156572
70	0.770912910933397
71	0.770080321232501
72	0.769020402161455
73	0.76774172571962
74	0.76625169593902
75	0.764556407854657
76	0.762660552470428
77	0.76056736691176
78	0.758278628040668
79	0.755794686982043
80	0.75311454129615
81	0.75023594095031
82	0.74715552380441
83	0.743868976035082
84	0.740371212779753
85	0.736656574275605
86	0.732719032885788
87	0.728552406627657
88	0.724150575124734
89	0.719507694273323
90	0.714618406324323
91	0.709478042510232
92	0.704082815777835
93	0.698430001603079
94	0.692518105253261
95	0.686347014213578
96	0.679918134803898
97	0.673234512273987
98	0.666300933880495
99	0.659124014618318
100	0.651712265405583
101	0.644076143610383
102	0.636228085864097
103	0.628182523137411
104	0.619955878067986
105	0.611566544530507
106	0.603034849437953
107	0.594382996764674
108	0.585634993794166
109	0.576816559623861
110	0.567955016011553
111	0.559079160728357
112	0.550219123695136
113	0.541406206325915
114	0.532672704683907
115	0.52405171727281
116	0.515576938535188
117	0.507282439406109
118	0.499202436566246
119	0.491371052344539
120	0.483822067523757
121	0.476588669588544
122	0.469703199208638
123	0.463196897953259
124	0.457099660369998
125	0.451439793618873
126	0.446243787819172
127	0.441536100138469
128	0.437338955431778
129	0.433672165933696
130	0.43055297213482
131	0.42799590655902
132	0.426012681727541
133	0.424612103177454
134	0.423800008020167
135	0.423579229198643
136	0.423949585337988
137	0.424907895881074
138	0.42644802104666
139	0.428560926022558
140	0.431234768687661
141	0.434455010022011
142	0.438204546196423
143	0.44246386112375
144	0.44721119800332
145	0.452422748108482
146	0.458072854771896
147	0.46413423023599
148	0.470578182779773
149	0.477374851328938
150	0.484493444620276
151	0.491902481934593
152	0.499570032438536
153	0.50746395028304
154	0.51555210278713
155	0.523802589279227
156	0.532183948460003
157	0.540665352475892
158	0.549216786235375
159	0.557809210846358
160	0.566414710389284
161	0.575006621555788
162	0.583559645967427
163	0.592049945236509
164	0.600455219036231
165	0.608754766607941
166	0.616929532248223
167	0.624962135389283
168	0.632836885915217
169	0.640539785348796
170	0.64805851450399
171	0.655382408135346
172	0.662502417034582
173	0.669411057935724
174	0.676102351502264
175	0.682571748592469
176	0.688816044941861
177	0.694833284374315
178	0.700622650663903
179	0.706184348226284
180	0.711519471927465
