"Phi [deg]"	"ang_rad(rETheta) [rad] - Freq='0.7GHz' Theta='90.0000000000002deg'"
-180	-2.55290812865922
-179	-2.51375680786203
-178	-2.47419426925672
-177	-2.43420053856464
-176	-2.39375903148302
-175	-2.35285664923232
-174	-2.3114838659473
-173	-2.26963480666874
-172	-2.22730731394114
-171	-2.18450300038414
-170	-2.14122728410215
-169	-2.09748940344877
-168	-2.0533024074937
-167	-2.0086831185703
-166	-1.96365206352831
-165	-1.91823337078805
-164	-1.87245463098676
-163	-1.82634671991084
-162	-1.77994358349066
-161	-1.73328198585174
-160	-1.68640122271167
-159	-1.63934280371512
-158	-1.59215010853565
-157	-1.54486802266467
-156	-1.49754255968374
-155	-1.4502204774149
-154	-1.40294889562149
-153	-1.3557749228662
-152	-1.30874529972327
-151	-1.26190606481326
-150	-1.21530224912474
-149	-1.16897760287123
-148	-1.12297435777564
-147	-1.07733302625866
-146	-1.03209223760828
-145	-0.987288609897284
-144	-0.94295665525296
-143	-0.899128715116611
-142	-0.855834921388845
-141	-0.813103178857959
-140	-0.77095916405455
-139	-0.729426335657043
-138	-0.688525951772158
-137	-0.648277089806994
-136	-0.608696665207286
-135	-0.569799446029321
-134	-0.531598061110262
-133	-0.494103000473088
-132	-0.457322607518161
-131	-0.421263063484613
-130	-0.385928365582151
-129	-0.351320301068388
-128	-0.317438420348108
-127	-0.28428001286844
-126	-0.251840090146052
-125	-0.220111380658612
-124	-0.189084341533388
-123	-0.158747191946069
-122	-0.129085972883713
-121	-0.100084637417452
-120	-0.0717251748753562
-119	-0.0439877713198141
-118	-0.0168510075484467
-117	0.00970790549977488
-116	0.0357128554794517
-115	0.0611885245066106
-114	0.0861600565350132
-113	0.110652701857377
-112	0.134691445370586
-111	0.158300625984862
-110	0.181503554969759
-109	0.204322141090472
-108	0.226776530096182
-107	0.248884765501542
-106	0.270662476698578
-105	0.292122599311618
-104	0.313275131436867
-103	0.334126928069768
-102	0.354681534695416
-101	0.374939059770556
-100	0.394896084719435
-99	0.41454560914493
-98	0.43387702825055
-97	0.452876138992616
-96	0.47152517123634
-95	0.489802840165059
-94	0.507684416370864
-93	0.525141810415343
-92	0.542143669166792
-91	0.558655481871925
-90	0.574639694684673
-89	0.590055833234999
-88	0.604860633763619
-87	0.619008184364796
-86	0.632450078962664
-85	0.645135587791512
-84	0.65701184935083
-83	0.668024090050212
-82	0.678115879027845
-81	0.687229426885036
-80	0.695305938274127
-79	0.70228602932684
-78	0.708110221698855
-77	0.71271952537628
-76	0.716056122135303
-75	0.718064160412427
-74	0.71869067002833
-73	0.717886601381652
-72	0.71560798805611
-71	0.711817223978566
-70	0.706484436158447
-69	0.699588921674405
-68	0.691120603319248
-67	0.681081442971333
-66	0.669486736653147
-65	0.65636620223381
-64	0.641764762157985
-63	0.625742921992916
-62	0.608376653361572
-61	0.589756708656197
-60	0.569987325203087
-59	0.54918431690667
-58	0.527472598482296
-57	0.504983236051543
-56	0.481850161881157
-55	0.458206724139976
-54	0.434182259703364
-53	0.40989887654669
-52	0.385468612363215
-51	0.360991100821017
-50	0.336551831622708
-49	0.312221041584204
-48	0.28805322744231
-47	0.264087231942784
-46	0.2403468260122
-45	0.216841692560783
-44	0.193568711070622
-43	0.170513444767136
-42	0.147651741407178
-41	0.124951372000614
