"Phi [deg]"	"ang_rad(rETheta) [rad] - Freq='0.7GHz' Theta='90.0000000000002deg'"
-53	-1.99803849399658
-52	-1.99553852124957
-51	-1.99276414201832
-50	-1.9897046528934
-49	-1.9863518239868
-48	-1.9826998611188
-47	-1.97874531667561
-46	-1.97448695922011
-45	-1.96992561222022
-44	-1.96506397207583
-43	-1.95990641506176
-42	-1.95445880194821
-41	-1.94872828800219
-40	-1.94272314489463
-39	-1.93645259980954
-38	-1.92992669583331
-37	-1.92315617653793
-36	-1.91615239659574
-35	-1.90892725929531
-34	-1.90149318097899
-33	-1.89386308169606
-32	-1.88605040075415
-31	-1.87806913534774
-30	-1.86993390002902
-29	-1.86166000444615
-28	-1.85326354648675
-27	-1.84476151770823
-26	-1.83617191769088
-25	-1.82751387369578
-24	-1.81880776172985
-23	-1.81007532480588
-22	-1.80133978383037
-21	-1.7926259361629
-20	-1.78396023648165
-19	-1.77537085419061
-18	-1.76688770125387
-17	-1.75854242409688
-16	-1.75036835313897
-15	-1.74240040368932
-14	-1.73467492242782
-13	-1.72722947457622
-12	-1.72010256820324
-11	-1.71333331393694
-10	-1.70696102068047
-9	-1.70102473070013
-8	-1.69556270058355
-7	-1.6906118379001
-6	-1.68620710673445
-5	-1.68238091836433
-4	-1.67916252594784
-3	-1.67657744390872
-2	-1.67464691352292
-1	-1.67338743584003
0	-1.67281039142664
1	-1.67292176351143
2	-1.67372197707078
3	-1.6752058614569
4	-1.67736273866649
5	-1.68017663366314
6	-1.68362659771142
7	-1.68768713084172
8	-1.69232868567072
9	-1.69751823208798
10	-1.70321986090908
11	-1.70939540449754
12	-1.7160050534686
13	-1.72300795071886
14	-1.73036274692435
15	-1.73802810503472
16	-1.74596314488247
17	-1.75412782256956
18	-1.7624832425792
19	-1.7709919034359
20	-1.77961788010577
21	-1.78832694815299
22	-1.79708665595306
23	-1.80586635205226
24	-1.81463717512218
25	-1.82337201396698
26	-1.83204544478265
27	-1.8406336524199
28	-1.84911434183449
29	-1.85746664527819
30	-1.8656710301327
31	-1.8737092116492
32	-1.88156407424411
33	-1.88921960442567
34	-1.89666083788534
35	-1.90387382277394
36	-1.91084560068539
37	-1.91756420637489
38	-1.92401868673006
39	-1.93019913897809
40	-1.93609676753866
41	-1.94170395831322
42	-1.94701436853349
43	-1.95202302957937
44	-1.95672645942935
45	-1.96112278064398
46	-1.96521183903127
47	-1.96899531743749
48	-1.97247683849127
49	-1.97566204964947
50	-1.97855868360454
51	-1.98117658706399
52	-1.98352771115183
53	-1.98562605724463
54	-1.98748757296414
55	-1.98912999430373
56	-1.99057263144521
57	-1.99183609767469
58	-1.9929419828549
59	-1.99391247505681
60	-1.9947699360786
61	-1.99553643855978
62	-1.99623327411054
63	-1.99688044321377
64	-1.99749613853682
65	-1.99809623366529
66	-1.99869378913323
67	-1.99929858700687
68	-1.99991670425508
69	-2.00055013381036
70	-2.00119646071708
71	-2.00184859921045
72	-2.00249459510689
73	-2.00311749663226
74	-2.00369529587058
75	-2.00420094245434
76	-2.00460243098017
77	-2.00486296392945
78	-2.00494119257752
79	-2.00479153943008
80	-2.00436460703752
81	-2.00360767947849
82	-2.00246532420417
83	-2.00088010307942
84	-1.99879340208285
85	-1.99614638891856
86	-1.99288110637877
87	-1.98894170627314
88	-1.98427582368562
89	-1.97883608384802
90	-1.97258172375338
91	-1.96548029770669
92	-1.95750942059796
93	-1.94865848553631
94	-1.93893027495295
95	-1.9283423683756
96	-1.91692823841162
97	-1.90473792204394
98	-1.8918381600912
99	-1.87831191590097
100	-1.86425721595298
101	-1.84978529895981
102	-1.83501811280096
103	-1.8200852545047
104	-1.80512050026841
105	-1.79025811268026
106	-1.77562913462104
107	-1.76135788016558
108	-1.74755881202665
109	-1.73433395605593
110	-1.72177095213009
111	-1.70994178486984
112	-1.6989021843748
113	-1.6886916423803
114	-1.67933395661134
115	-1.67083819690231
116	-1.66319998009001
117	-1.65640294457002
118	-1.65042032681651
119	-1.64521655809671
120	-1.64074881741251
121	-1.63696849430899
122	-1.63382253120217
123	-1.63125462849621
124	-1.62920630667164
125	-1.62761782776592
126	-1.62642898448646
127	-1.62557976895804
128	-1.62501093520549
129	-1.62466447028991
130	-1.62448398888682
131	-1.62441506529678
132	-1.62440551563335
133	-1.62440564140965
134	-1.62436844406466
135	-1.62424981822393
136	-1.62400872973611
137	-1.62360738281088
138	-1.62301137893448
139	-1.62218986868206
140	-1.62111569610105
141	-1.61976553403087
142	-1.61812000757462
143	-1.61616380197611
144	-1.61388575041005
145	-1.61127889669608
146	-1.60834052772739
147	-1.6050721704865
148	-1.60147954892126
149	-1.59757249667588
150	-1.59336482270243
151	-1.58887412808668
152	-1.58412157395563
153	-1.57913160202146
154	-1.57393161107035
155	-1.56855159442272
156	-1.56302374497144
157	-1.55738203574289
158	-1.55166178493538
159	-1.54589921500057
160	-1.54013101550571
161	-1.53439391923683
162	-1.5287243002966
163	-1.52315780186717
164	-1.51772899992194
165	-1.51247110757296
166	-1.5074157230338
167	-1.5025926224589
168	-1.49802959728266
169	-1.49375233420123
170	-1.48978433467454
171	-1.48614686981505
172	-1.4828589657898
173	-1.47993741439416
174	-1.47739680324482
175	-1.47524956006016
176	-1.47350600571671
177	-1.47217441115593
178	-1.47126105373036
179	-1.47077026919169
180	-1.4707044962051
