"Phi [deg]"	"ang_rad(rETheta) [rad] - Freq='0.7GHz' Theta='90.0000000000002deg'"
-1	1.09210815070679
0	1.15364678646827
1	1.21509684762892
2	1.27646735589011
3	1.3377555983372
4	1.39894544324556
5	1.46000584929134
6	1.52088967933323
7	1.58153293654897
8	1.64185453711354
9	1.70175671712997
10	1.76112614082487
11	1.81983573280946
12	1.87774720271775
13	1.93471417149712
14	1.99058575260146
15	2.04521039642826
16	2.09843977957355
17	2.15013251623244
18	2.2001574880617
19	2.24839662791713
20	2.29474704585771
21	2.33912244475897
22	2.38145382986593
23	2.42168956512821
24	2.45979486501313
25	2.49575083208593
26	2.52955315864417
27	2.56121060736497
28	2.59074337436425
29	2.61818142150992
30	2.64356284615371
31	2.66693233789316
32	2.68833975508189
33	2.70783883944817
34	2.72548607570525
35	2.74133969440766
36	2.75545881025496
37	2.76790268417641
38	2.77873009541727
39	2.78799880907944
40	2.79576512478323
41	2.8020834930119
42	2.80700618703812
43	2.81058301992953
44	2.81286109785618
45	2.81388460268086
46	2.81369459853652
47	2.81232885873834
48	2.80982171090721
49	2.80620389957137
50	2.80150246674331
51	2.79574065201757
52	2.78893781458495
53	2.78110938018679
54	2.77226681642369
55	2.76241763996783
56	2.75156545909849
57	2.7397100545815
58	2.72684750125463
59	2.71297033178211
60	2.69806774293737
61	2.68212584351333
62	2.66512794160683
63	2.64705486765079
64	2.62788532825394
65	2.6075962847338
66	2.58616334926778
67	2.56356119090348
68	2.53976394330811
69	2.51474560612281
70	2.48848043212231
71	2.46094329304162
72	2.43211001787658
73	2.40195769863374
74	2.37046495982703
75	2.33761218941631
76	2.30338173028247
77	2.26775803266485
78	2.23072776919322
79	2.19227991518235
80	2.15240579769451
81	2.11109911749789
82	2.06835594845589
83	2.02417471908316
84	1.97855618101497
85	1.93150336898185
86	1.88302155658434
87	1.83311821175081
88	1.78180295525737
89	1.72908752511527
90	1.6749857490063
91	1.61951352628564
92	1.56268882038713
93	1.5045316617687
94	1.44506416083438
95	1.38431052957457
96	1.3222971099873
97	1.25905240669411
98	1.19460712055927
99	1.12899417958094
100	1.0622487628682
101	0.994408313176111
102	0.925512533267493
103	0.855603361333335
104	0.784724920858046
105	0.712923440681273
106	0.640247141596286
107	0.56674608663674
108	0.492471993226008
109	0.417478006567803
110	0.34181843499962
111	0.265548449452452
112	0.188723750590804
113	0.11140020856745
114	0.0336334815375882
115	-0.0445213799389385
116	-0.123010334785074
117	-0.201780751405425
118	-0.280781797625337
119	-0.359964812769227
120	-0.439283654787161
121	-0.518695016340858
122	-0.598158704989918
123	-0.677637883997764
124	-0.757099271720422
125	-0.836513298966335
126	-0.915854225044385
127	-0.995100214384575
128	-1.07423337656914
129	-1.15323977331589
130	-1.23210939638948
131	-1.31083612057428
132	-1.38941763573017
133	-1.46785536158473
134	-1.54615434831235
135	-1.62432316513712
136	-1.70237377819662
137	-1.78032141774249
138	-1.8581844334548
139	-1.93598413523224
140	-2.01374461531361
141	-2.09149254601245
142	-2.16925694573957
143	-2.24706890439045
144	-2.32496125764779
145	-2.40296819837909
146	-2.48112481221218
147	-2.55946652370829
148	-2.63802843952637
149	-2.71684457584394
150	-2.79594695937474
151	-2.87536459494831
152	-2.95512229814937
153	-3.0352393992776
154	-3.1157283351014
155	3.08659214962133
156	3.00535730377561
157	2.92376972208907
158	2.84185952760335
159	2.75967090071342
160	2.67726300974194
161	2.59471054457342
162	2.51210375350398
163	2.42954790080436
164	2.34716209213316
165	2.26507745581038
166	2.18343471687329
167	2.10238125257679
168	2.02206776600282
169	1.94264475189383
170	1.86425895002338
171	1.78704998300518
172	1.71114735717528
173	1.63666796998281
174	1.5637142206113
175	1.49237276905474
176	1.42271393927098
177	1.3547917197884
178	1.28864428376346
179	1.22429493133902
180	1.16175334970743
