"Phi [deg]"	"ang_rad(rETheta) [rad] - Freq='0.7GHz' Theta='90.0000000000002deg'"
112	0.408319455422707
113	0.369900806631054
114	0.332725053035005
115	0.296825249048756
116	0.262232562662951
117	0.228976383530992
118	0.197084441219741
119	0.166582928136003
120	0.137496622091931
121	0.109849003897672
122	0.0836623657621799
123	0.0589579066475293
124	0.0357558110690712
125	0.0140753081801418
126	-0.00606529165455874
127	-0.0246485851867234
128	-0.041658091434624
129	-0.0570782950255756
130	-0.0708947184481165
131	-0.0830940231640278
132	-0.0936641386395171
133	-0.102594417339344
134	-0.109875812595057
135	-0.115501075027464
136	-0.119464961905561
137	-0.121764452505151
138	-0.122398961251447
139	-0.121370539266964
140	-0.118684053987963
141	-0.114347335857687
142	-0.108371280853279
143	-0.100769897850693
144	-0.0915602906564337
145	-0.0807625659867132
146	-0.0683996607639503
147	-0.0544970847879843
148	-0.0390825780301933
149	-0.0221856853423556
150	-0.00383725506915158
151	0.0159311283307193
152	0.0370877642636209
153	0.0596014924711181
154	0.0834423679345006
155	0.108582335121876
156	0.134995882428134
157	0.162660658556287
158	0.19155803433814
159	0.221673595915936
160	0.252997558075747
161	0.285525089582256
162	0.319256545356601
163	0.35419760303144
164	0.39035930361941
165	0.427757997607453
166	0.466415198665101
167	0.506357347316021
168	0.54761548641173
169	0.590224849157776
170	0.634224358913841
171	0.67965603819752
172	0.726564322482347
173	0.774995272747099
174	0.824995679598943
175	0.876612051492576
176	0.929889480475837
177	0.984870381412996
178	1.04159310517864
179	1.10009043324733
180	1.16038797068806
