"Phi [deg]"	"ang_rad(rETheta) [rad] - Freq='1.5GHz' Theta='90.0000000000002deg'"
0	-2.90939457637546
1	-3.02567043084489
2	-3.13962904496614
3	3.03307028852768
4	2.92712476888915
5	2.82662859418256
6	2.73228874131748
7	2.64459808416275
8	2.56384904022734
9	2.490164099662
10	2.42353391027127
11	2.3638555682851
12	2.31096654315369
13	2.26467216199576
14	2.2247663332982
15	2.19104618091806
16	2.16332167194758
17	2.14142137397714
18	2.12519534430536
19	2.11451595076312
20	2.10927721524633
21	2.10939308675919
22	2.11479490103856
23	2.12542816941832
24	2.14124875789524
25	2.16221846576943
26	2.18829999068152
27	2.21945127417459
28	2.25561926122817
29	2.29673318059915
30	2.34269755985613
31	2.39338532368431
32	2.44863147130815
33	2.50822796222821
34	2.57192052147525
35	2.63940806348042
36	2.71034529096412
37	2.78434873776826
38	2.86100611529547
39	2.93988835699934
40	3.02056333229432
41	3.10260992351699
42	-3.09755420662947
43	-3.01392050350303
44	-2.92999349815515
45	-2.8460450971375
46	-2.76229870923002
47	-2.67893092756436
48	-2.59607541903024
49	-2.51382829047947
50	-2.43225424038927
51	-2.35139291689644
52	-2.27126504760958
53	-2.19187805152199
54	-2.11323096877885
55	-2.03531864089892
56	-1.95813514103301
57	-1.88167649426999
58	-1.80594274717136
59	-1.73093944918409
60	-1.65667860125048
61	-1.58317911271914
62	-1.51046678952474
63	-1.43857385679467
64	-1.36753799941196
65	-1.2974008864363
66	-1.22820613178753
67	-1.15999663697551
68	-1.09281126547976
69	-1.0266808170375
70	-0.961623308479918
71	-0.897638630395451
72	-0.834702738404111
73	-0.772761652579487
74	-0.711725669905944
75	-0.6514643244245
76	-0.591802729366316
77	-0.532519968894169
78	-0.473350137826627
79	-0.413986432017101
80	-0.354088372470066
81	-0.293291841634502
82	-0.231221194335611
83	-0.167502370793565
84	-0.101775768121537
85	-0.0337076643931069
86	0.0370007742174557
87	0.110607498671919
88	0.187326768245358
89	0.267329319919968
90	0.350745029978398
91	0.437667431850289
92	0.528159424295148
93	0.622259563943627
94	0.719988448410928
95	0.821354826245189
96	0.926361192506845
97	1.03500872865233
98	1.14730151607723
99	1.26324999346792
100	1.38287364150725
101	1.5062028681713
102	1.63328003763222
103	1.76415953925546
104	1.89890673426956
105	2.03759555182122
106	2.18030444215482
107	2.3271103473721
108	2.4780803431595
109	2.63326067226848
110	2.79266307645055
111	2.95624868450545
112	3.12391026111777
113	-2.98773095849565
114	-2.8125996664787
115	-2.63428871423672
116	-2.45331981936359
117	-2.27031971874461
118	-2.08599882072575
119	-1.90111886185973
120	-1.71645324284852
121	-1.53274553479115
122	-1.35067211013589
123	-1.17081377729656
124	-0.993639110077848
125	-0.819499665434726
126	-0.64863524906213
127	-0.481186250781715
128	-0.317209852959406
129	-0.156697357982704
130	0.00040935738070975
131	0.154203455974289
132	0.304801353910954
133	0.452333595794481
134	0.596938170279363
135	0.738755907454666
136	0.877927561061992
137	1.01459219850568
138	1.14888657050867
139	1.28094519104833
140	1.41090091588286
141	1.53888585905489
142	1.66503252910693
143	1.7894751000813
144	1.91235075727911
145	2.03380107504728
146	2.15397339429341
147	2.27302217146237
148	2.39111026844041
149	2.50841014394637
150	2.62510489064215
151	2.74138903724343
152	2.85746899982343
153	2.97356301972703
154	3.08990036602852
155	-3.07646579836601
156	-2.95892041756471
157	-2.84040347018706
158	-2.72067618895837
159	-2.5995166910842
160	-2.47673358316782
161	-2.35218297774901
162	-2.22578853175464
163	-2.09756331267096
164	-1.96763124725266
165	-1.83624479345602
166	-1.70379466680682
167	-1.57080745150428
168	-1.43792818425251
169	-1.30588760581556
170	-1.17545720675961
171	-1.047398347407
172	-0.922413377873205
173	-0.801106121535866
174	-0.68395655725608
175	-0.571311082272586
176	-0.463386604102398
177	-0.360284744371371
178	-0.262011842107223
179	-0.168500909985667
180	-0.0796327146478214
181	0.00474572931298322
182	0.0848060183868857
183	0.160726674035641
184	0.232684618064289
185	0.300849329594437
186	0.365379155288178
187	0.426419274639291
188	0.484100888956969
189	0.538541280128226
190	0.589844459316995
191	0.638102190194883
192	0.683395224389601
193	0.725794629184234
194	0.765363120659433
195	0.802156341198439
196	0.836224040169134
197	0.867611131961874
198	0.896358617394067
199	0.922504363529043
200	0.946083743733896
201	0.967130144716502
202	0.985675350644355
203	1.00174981651169
204	1.0153828439109
205	1.02660267248584
206	1.0354364997915
207	1.04191044123924
208	1.0460494404372
209	1.04787713869666
210	1.04741571090408
211	1.04468567347665
212	1.03970566883017
213	1.03249222978138
214	1.02305952665385
215	1.01141909961616
216	0.997579578994793
217	0.981546396996425
218	0.963321495447739
219	0.942903035794047
220	0.920285119635531
221	0.895457530430529
222	0.868405509522307
223	0.839109582165539
224	0.807545451508971
225	0.773683980256844
226	0.737491280679094
227	0.698928933457063
228	0.657954354247945
229	0.61452132359981
230	0.56858069082451
231	0.520081255657133
232	0.468970823190619
233	0.415197418055253
234	0.358710633677693
235	0.299463082412896
236	0.237411903191415
237	0.172520275871129
238	0.104758886456571
239	0.0341072853232036
240	-0.0394449180937912
241	-0.115897075932078
242	-0.195236781647255
243	-0.277439441878196
244	-0.362468160539202
245	-0.450273941061943
246	-0.540796198176266
247	-0.633963556694028
248	-0.729694902356238
249	-0.827900639716437
250	-0.928484104874302
251	-1.03134307701988
