"Phi [deg]"	"mag(rETheta) [V] - Freq='1.5GHz' Theta='90.0000000000002deg'"
0	0.737310216476319
1	0.750843775095566
2	0.768401635858741
3	0.789796002644753
4	0.814732265493952
5	0.842831240152544
6	0.8736530754757
7	0.906719807041267
8	0.941534693861066
9	0.977597599101101
10	1.01441650054148
11	1.05151568227195
12	1.08844133088068
13	1.12476524288138
14	1.16008724004165
15	1.19403675057983
16	1.22627388301405
17	1.25649021126905
18	1.28440940782652
19	1.30978780369995
20	1.33241491517183
21	1.35211395274125
22	1.368742313457
23	1.38219205050713
24	1.39239031117803
25	1.39929973432714
26	1.40291880005042
27	1.40328212630261
28	1.40046070904448
29	1.3945621032988
30	1.38573054149408
31	1.37414698172307
32	1.36002907089575
33	1.34363099484058
34	1.32524316760506
35	1.3051916838604
36	1.28383742002564
37	1.26157462099906
38	1.23882875170002
39	1.21605333099261
40	1.19372541048704
41	1.17233933007011
42	1.15239840174962
43	1.13440427519667
44	1.11884395201889
45	1.10617475487395
46	1.09680800035479
47	1.09109259812643
48	1.08930017880809
49	1.09161349279243
50	1.09811960935694
51	1.10880886560987
52	1.12357968264937
53	1.14224849602581
54	1.16456336984317
55	1.19021953319549
56	1.21887512190341
57	1.25016574118189
58	1.2837169419696
59	1.31915418669374
60	1.35611027586077
61	1.39423047587051
62	1.43317573382528
63	1.47262441280605
64	1.51227296358609
65	1.55183589503503
66	1.59104533696762
67	1.62965041959048
68	1.66741663045857
69	1.70412525618563
70	1.73957297271667
71	1.77357161409375
72	1.80594812409949
73	1.83654467659824
74	1.86521893755572
75	1.89184443351871
76	1.91631098687195
77	1.93852517671258
78	1.95841078507353
79	1.97590919096277
80	1.99097967881471
81	2.00359963307709
82	2.01376459642636
83	2.02148817520134
84	2.0268017817821
85	2.02975420956949
86	2.03041104172365
87	2.02885389972023
88	2.02517954194527
89	2.01949882588355
90	2.01193554991687
91	2.00262519234505
92	1.99171356602662
93	1.97935540710588
94	1.96571291578652
95	1.9509542661941
96	1.93525210122448
97	1.91878202708807
98	1.90172112119942
99	1.88424646626622
100	1.86653372298461
101	1.84875575366853
102	1.83108130937195
103	1.81367379346643
104	1.7966901150048
105	1.78027964527023
106	1.76458329039326
107	1.749732691544
108	1.73584956176461
109	1.72304516489648
110	1.71141993732522
111	1.7010632476352
112	1.69205328313127
113	1.6844570460944
114	1.67833043723535
115	1.67371839976129
116	1.67065509536946
117	1.66916408376547
118	1.66925848016769
119	1.67094107061604
120	1.67420437236677
121	1.67903063557335
122	1.68539179198032
123	1.6932493655484
124	1.70255436786088
125	1.71324720704156
126	1.72525764217737
127	1.7385048156097
128	1.75289739297496
129	1.76833383586629
130	1.78470282502328
131	1.80188384375454
132	1.81974792264122
133	1.83815853820392
134	1.85697265078109
135	1.8760418608376
136	1.8952136585849
137	1.91433273924583
138	1.9332423554683
139	1.95178567907933
140	1.96980714628275
141	1.98715376320059
142	2.00367635199289
143	2.01923072133798
144	2.03367874853771
145	2.0468893637105
146	2.0587394293007
147	2.06911451038382
148	2.07790953297122
149	2.08502932875895
150	2.09038906562164
151	2.09391456376054
152	2.09554249793931
153	2.0952204868638
154	2.09290707166404
155	2.08857158678749
156	2.08219392855642
157	2.0737642292809
158	2.06328244820469
159	2.05075789468175
160	2.03620870375436
161	2.01966128957373
162	2.00114980763842
163	1.9807156623264
164	1.95840710130188
165	1.93427894268816
166	1.90839248398212
167	1.88081564311302
168	1.85162338139578
169	1.82089845499588
170	1.78873253552749
171	1.7552277311586
172	1.72049852665302
173	1.6846741435583
174	1.64790129942521
175	1.61034731631971
176	1.57220349226416
177	1.53368860237224
178	1.49505233662352
179	1.45657840576289
180	1.41858695404813
181	1.38143580884356
182	1.34551997987744
183	1.31126871343822
184	1.2791393424251
185	1.24960720398419
186	1.22315108951456
187	1.20023411331586
188	1.18128056831309
189	1.16665023208041
190	1.15661252612981
191	1.15132363294869
192	1.15080982005253
193	1.15495960278998
194	1.16352604910525
195	1.17613883248994
196	1.1923240794104
197	1.21152907439283
198	1.23314866728895
199	1.25655067172656
200	1.28109836830849
201	1.30616912319153
202	1.33116888357213
203	1.35554282092086
204	1.37878266346154
205	1.40043134650141
206	1.42008558066378
207	1.43739685180186
208	1.45207126252584
209	1.46386852709183
210	1.47260034958232
211	1.47812835269103
212	1.48036167964059
213	1.47925436164978
214	1.47480252435772
215	1.46704149541469
216	1.4560428693129
217	1.44191158228838
218	1.4247830481286
219	1.40482040373856
220	1.38221191042635
221	1.35716855235145
222	1.32992186682895
223	1.30072203162034
224	1.2698362213336
225	1.23754722785038
226	1.20415231738255
227	1.16996226828128
228	1.13530049800019
229	1.10050214386833
230	1.06591291068809
231	1.03188744073377
232	0.998786904124332
233	0.966975460944218
234	0.93681522946919
235	0.908659433967098
236	0.882843532373364
237	0.859674366355465
238	0.839417741210372
239	0.822285296643834
240	0.808421980717034
241	0.797895746110403
242	0.790691098404046
243	0.786707748979989
244	0.785764896181481
245	0.787610755194408
246	0.791936137694604
247	0.798390373836372
248	0.806597773311894
249	0.816173090784103
250	0.82673494495038
251	0.837916670245236
252	0.849374528931159
253	0.860793518855239
254	0.871891175300997
255	0.882419813882534
256	0.892167635179378
257	0.90095904645698
258	0.908654477001095
259	0.91514988669071
260	0.920376099827042
261	0.924298040088305
262	0.926913897061543
263	0.928254218122411
264	0.928380889260232
265	0.927385942910224
266	0.925390108812547
267	0.922541005195586
268	0.919010853176322
269	0.914993589496857
270	0.910701255224456
271	0.906359555580107
272	0.902202523786255
273	0.89846628401217
274	0.895381996601391
275	0.893168179121953
276	0.892022718613497
277	0.892115005276193
278	0.893578701660274
279	0.896505689552723
280	0.900941691516056
281	0.906883941966966
282	0.914281098542533
283	0.923035369256247
284	0.933006623788731
285	0.944018094464725
286	0.955863177566564
287	0.968312824607707
288	0.981123055850091
289	0.994042214247731
290	1.00681768378815
291	1.01920190165865
292	1.03095758495379
293	1.04186216287117
294	1.0517114532947
295	1.06032265078833
296	1.06753670551694
297	1.07322017399158
298	1.07726661678474
299	1.07959760855431
300	1.08016341396551
301	1.07894337068221
302	1.0759460081302
303	1.0712089183702
304	1.06479838302583
305	1.05680874752305
306	1.04736152064863
307	1.03660416350898
308	1.02470851756064
309	1.01186880718972
310	0.998299139763047
311	0.984230417535299
312	0.969906574748517
313	0.955580064245011
314	0.941506546131257
315	0.927938781373401
316	0.915119808604492
317	0.903275581593893
318	0.892607359911824
319	0.883284260415802
320	0.875436469080828
321	0.869149654883235
322	0.864461097375105
323	0.861357927290744
324	0.859777694178532
325	0.859611245732258
326	0.860707672590385
327	0.862880883455355
328	0.865917260452133
329	0.869583815941253
330	0.873636321297338
331	0.877826982631109
332	0.881911369637644
333	0.885654435872591
334	0.888835583567107
335	0.89125281428521
336	0.8927260665484
337	0.89309987620354
338	0.89224551032205
339	0.890062726644779
340	0.886481302974335
341	0.881462467927946
342	0.875000347910555
343	0.867123525230685
344	0.857896777554583
345	0.847423036372085
346	0.835845557158101
347	0.823350230110237
348	0.81016787003141
349	0.796576199244064
350	0.782901073200222
351	0.769516297836129
352	0.756841171425177
353	0.745334702231231
354	0.735485397696034
355	0.72779572074867
356	0.722760899796627
357	0.720842825923933
358	0.722441158805912
359	0.727865120532378
360	0.737310216476319
