"Phi [deg]"	"ang_rad(rETheta) [rad] - Freq='1.5GHz' Theta='90.0000000000002deg'"
275	-0.0325408692260383
276	-0.103415628568885
277	-0.1703077815305
278	-0.233143379479914
279	-0.291843892336049
280	-0.346322836481373
281	-0.396483197668643
282	-0.442215730353131
283	-0.483398260959354
284	-0.519896188044302
285	-0.551564452256996
286	-0.578251334656937
287	-0.599804517406566
288	-0.6160798788045
289	-0.62695345242832
290	-0.632336798581082
291	-0.632195645927713
292	-0.626571003769523
293	-0.61560101525192
294	-0.599540726338973
295	-0.57877596066537
296	-0.553827061402658
297	-0.52533888407696
298	-0.49405538956285
299	-0.460780280254507
300	-0.426328501891399
301	-0.391475880314238
302	-0.356914672411777
303	-0.323221164355312
304	-0.290838344993227
305	-0.260073321404452
306	-0.231106598525312
307	-0.204009121715591
308	-0.178762987919722
309	-0.15528252739849
310	-0.133433552009126
311	-0.11304959859435
312	-0.0939447876935439
313	-0.0759234304440975
314	-0.0587867909485014
315	-0.0423375156007841
316	-0.0263822401001355
317	-0.0107328291832302
318	0.00479337326129537
319	0.0203739855663304
320	0.0361824948080278
321	0.0523894622288421
322	0.0691639090544272
323	0.0866748005005871
324	0.105092572098809
325	0.124590660280728
326	0.145347009607021
327	0.16754553283152
328	0.191377497401645
329	0.217042802754121
330	0.244751096113211
331	0.274722649217359
332	0.307188882919822
333	0.342392379278965
334	0.380586160394611
335	0.422031940179972
336	0.466996973067157
337	0.51574904191994
338	0.568549065602908
339	0.625640798491406
340	0.687237191320634
341	0.753503253560932
342	0.824535775147148
343	0.900341077065587
344	0.980813033211554
345	1.06571475977115
346	1.15466823108735
347	1.24715613261097
348	1.34253902548733
349	1.44008825693282
350	1.53903152445059
351	1.63860471991809
352	1.7381019253224
353	1.8369159563978
354	1.93456442552191
355	2.03069985207208
356	2.12510559131368
357	2.21768139247815
358	2.30842301724032
359	2.39739986994161
360	2.48473354013711
